Url,Title,Size,PriceTotal,Price,ExtraCosts,OtherCosts,Deposit,RedemptionAgreement,DateFree,DateFreeTill,OnlineSince,Adress,Details,LookingFor,AmountofIcons,AmountofIconsNeeded,DescriptionRoom,DescriptionLocation,DescriptionLife,description_other
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Altstadt-Lehel.11010476.html,Wohngemeinschaft in München,80m²,1200€,1200€,n.a.,n.a.,1800€,n.a.,05.08.2024,n.a.,17.05.2024,"Frauenstraße Innenstadt 12
                                                                        

                                    80469 München Altstadt-Lehel","80m²
                                    
                                    Zimmer in 2er WG
Wohnungsgröße: 81m²
2er WG
keine Zweck-WG
","Geschlecht egal
",3,n.a.,"Wohnen Sie im Herzen Münchens mit einem schönen Blick über die wunderschöne Skyline der Stadt! Gleich gegenüber befindet sich der berühmte Viktualienmarkt und die Innenstadt mit den exklusivsten Clubs, Bars und Restaurants Münchens. Die Wohnung in einem komplett restaurierten Gebäude aus dem 19. Jahrhundert bietet eine schöne Atmosphäre mit hohen Decken und modernen Möbeln.",munich,n.a.,"**Bitte beachten: PAARE** sind nur in Schlafzimmern mit eigenem Bad gestattet, gegen einen monatlichen Aufpreis von 20 € (NUR FÜR MADRID, MAILAND UND LISSABON). Informieren Sie sich über die Ausstattung der Schlafzimmer! :) 

 ​ 

 - **Registrierung / Anmeldung möglich** 

 ​ 

 - Mietvertragskündigungsfrist: 2 Monate (3 Monate für Objekte in Italien und Deutschland)\* 
 - Zahlungsmethoden: (Kredit-/Debit-)Karte oder SEPA 

 ​ 

 - **Altersanforderungen:** 
 - Zimmer: 20 - 39 Jahre (18 - 39 Jahre für Zimmer in Italien) 
 - Studio- und Einzimmerapartments: keine Altersanforderungen (ab 18 Jahren) 

 ​ 

 - **Erforderliche Dokumente:** 
 - Personalausweis / Reisepass 
 - Einkommensnachweis 

 ​ 

 - Zimmer nur zur Einzelbelegung 
 - Übernachtungsgäste erlaubt: ja 
 - Maximale Übernachtungen pro Monat: 5 

 ​ 

 - **Check-in/out:** 
 - Check-in-Zeiten: Montag-Freitag 10:00-18:00 
 - Check-out-Zeiten: vor 12:00 
 - **Kein Check-in an Feiertagen und Wochenenden** 

 ​ 

 - Zwischen dem Check-in und dem Check-out müssen mindestens drei Werktage liegen Buchungsdatum und Check-in-Datum 

 ​ 

 - **Die Kaution und die Vermieter-Verwaltungsgebühr („Mitgliedsbeitrag“) müssen vor dem Check-in bezahlt werden.** 

 ​ 

 Stromzuschlag – Mögliche variable zusätzliche Stromkosten von 50 € – 100 € / Monat basierend auf Stromwechselkursen. Einzelheiten entnehmen Sie bitte dem Vertrag. 

 \*Das Check-out-Datum muss dem Vermieter vor dem Fälligkeitsdatum (siehe „Kündigungsfrist des Mietvertrags“) mitgeteilt werden, unabhängig vom in der Buchungsanfrage angegebenen Datum. Andernfalls wird die Miete für die fehlenden Monate vor Vertragsende fällig. 

 Obwohl es sich um einen vierzehntägigen Vertrag handelt, beachten Sie bitte, dass (als einzige Ausnahme) Verträge im Dezember nur am 31.12. enden können."
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen.11021444.html,"(Verfügbar 1-24 Monate) - Private Room in Untergiesing-Harlaching, Munich",14m²,960€,960€,n.a.,n.a.,n.a.,n.a.,05.08.2024,31.03.2025,1 Tag,"Grünwalderstraße 119
                                                                        

                                    81547 München","14m²
                                    
                                    Zimmer in 2er WG
Wohnungsgröße: 15m²
2er WG
keine Zweck-WG
","Geschlecht egal
",4,n.a.,"- Handtücher und Bettlaken 
 - Hygieneutensilien 
 - Waschmaschine 
 - Klassischer Herd 
 - Kochutensilien 
 - Kühlschrank 
 - Internet 
 - Arbeitsplatz 
 - Endreinigung 

 Wohnen Sie nur wenige Schritte vom berühmten Flaucher-Park und dem Hellabrunner-Zoo entfernt, wo Sie schöne Spaziergänge machen oder einfach nur entspannen können. Die Umgebung bietet viele Möglichkeiten, Ihre Freizeit zu verbringen. Lass dir Zeit! Die Wohnung bietet eine schöne Atmosphäre, vom großen Essbereich bis hin zu den modernen Möbeln in allen Zimmern.- Das Alter der Zielgruppe, die dieses Objekt bucht, liegt zwischen 18 und 35 Jahren.- Bitte beachten Sie, dass an Wochenenden und Feiertagen keine Einzugsvereinbarungen getroffen werden können. Daher wird der Check-in auf den nächsten verfügbaren Werktag verschoben. Diese Änderung hat keinen Einfluss auf den Preis oder die Mietdauer.- Die Endreinigungsgebühr beinhaltet nicht nur die Auszugsreinigung selbst, sondern stellt auch einen Mitgliedsbeitrag dar, der dem Mieter Zugang zu einer internationalen Community junger Berufstätiger ermöglicht. Sie profitieren von verschiedenen Angeboten handverlesener lokaler Unternehmen und weiteren Vergünstigungen- Ein unbefristeter Mietvertrag wird nach der Buchung direkt mit dem Vermieter abgeschlossen. Ohne aktive Kündigung verlängert sich der Mietvertrag automatischHinweis: Die angezeigten Preise und Daten sind nicht unbedingt final und sollten nur zu Informationszwecken verwendet werden. Sie sind nicht Vertragsgegenstand und demnach nicht verbindlich. Energieausweis Dieses Gebäude unterliegt nicht den Anforderungen der EnEV.","Homelike ist eine Online-Buchungsplattform für möblierte Wohnungen für kurze bis lange Aufenthalte. Alle Rechnungen und Nebenkosten sind im monatlichen Preis enthalten. Besichtigungen sind für fast alle Wohnungen nicht möglich, da unser Buchungsprozess 100% online ist. Wenn Sie eine Wohnung anfragen, geben Sie bitte die obige Referenznummer der Wohnung an.Die Umgebung bietet Ihnen Einkaufsmöglichkeiten und Anbindung an den öffentlichen Nahverkehr.",n.a.,Homelike Code: UBK-380836
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Allach-Untermenzing.5207000.html,Helles WG-Zimmer (20 qm² mit Süd-Balkon).,20m²,665€,550€,115€,n.a.,1200€,n.a.,01.06.2024,n.a.,1 Tag,"Gleichweg
                                                                        

                                    80999 München Allach-Untermenzing","20m²
                                    
                                    Zimmer in 3er WG
Wohnungsgröße: 125m²
3er WG
                                                                                                                        (
                                            
                                            
                                                                                            2
                                                                                                    Männer
                                                                                            
                                            
                                                                                        )
Bewohneralter: 40 bis 55 Jahre
Rauchen auf dem Balkon erlaubt
Berufstätigen-WG, keine Zweck-WG, gemischte WG
Sprache/n:
                                                                                    

                                                                                                            Deutsch,
                                                                                                    


                                                                                                            Englisch
","Geschlecht egal
                                        
                                        
                                        
                                        
                                                                                                                                    zwischen 25 und 60 Jahren
",11,n.a.,"Sehr schönes helles Zimmer (20 qm²) mit Süd-Balkon in moderner heller Wohnung im Grünen (siehe Fotos) und doch nicht so weit bis zur Stadtmitte. Die Wohnung hat 125 qm², besitzt 2 Bäder und liegt in einer ruhigen Wohngegend. Schöner Garten zur Mitbenutzung. Das Zimmer ist im Moment mit einen Kleiderschrank,  Bett  etc. ausgestattet! 

 MVV-Verbindung: Mit der S-2  Hauptbahnhof bis Allach in 15 min. (gehört zur M-Innenstadtzone) Dann noch 6 Minuten mit dem Bus oder PKW .  
 Für PKW-Fahrer ist auch eine sehr gute Autobahnanbindung vorhanden.  

 Die WG ist für Berufstätige die gerne in einer ruhigen und schönen Wohnung wohnen möchten! 
 Der Stadtteil Allach ist sehr attraktiv und besitzt eine gute Infrastruktur (Einkaufszentrum etc.). 

 In unmittelbarer Nähe gibt es 3 Badeseen, 10 min mit dem Fahrrad entfernt  Es gibt auch einen sehr schönen Fahrradweg nach Pasing (entlang der Würm), für alle die regelmäßig nach Pasing müssen und sich gerne bewegen, wirklich perfekt! 
 Für weitere Fragen meldet euch einfach!",n.a.,n.a.,n.a.
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Au-Haidhausen.10160492.html,Nice bright 20sqm room available from 1st of July in a 3-WG apartment!,20m²,750€,585€,165€,n.a.,1750€,300€,01.07.2024,n.a.,1 Tag,"Orleansstraße 13
                                                                        

                                    81669 München Au-Haidhausen","20m²
                                    
                                    Zimmer in 3er WG
Wohnungsgröße: 92m²
3er WG
                                                                                                                        (
                                                                                            1
                                                                                                    Frau
                                                                                            
                                                                                            und
                                            
                                                                                            1
                                                                                                    Mann
                                                                                            
                                            
                                                                                        )
Bewohneralter: 30 bis 30 Jahre
Rauchen auf dem Balkon erlaubt
Berufstätigen-WG, keine Zweck-WG
Sprache/n:
                                                                                    

                                                                                                            Deutsch,
                                                                                                    


                                                                                                            Englisch,
                                                                                                    


                                                                                                            Arabisch,
                                                                                                    


                                                                                                            Spanisch,
                                                                                                    


                                                                                                            Französisch,
                                                                                                    


                                                                                                            Italienisch
","Frau
                                        
                                        
                                        
                                                                                                                                    zwischen 26 und 33 Jahren
",7,n.a.,"(German version below) 


 Hi everyone, 

 We are looking for a new female flatmate for our shared flat in Haidhausen, near Rosenheimer Platz/Ostbahnhof. 

 The room, which will become available on 1 July, is nice and bright, faces Orleansstraße and, at 20 sqm, is the largest room in the flat, which is on the third floor (with a lift). We’re looking for a nice, chilled person for a long term stay. 

 Our flat-sharing life is super uncomplicated and relaxed - we cook together when we feel like it, drink a glass of wine on the balcony, go out together every now and then in the evening, and also like to invite friends to small or larger get-togethers in the spacious kitchen; but if someone needs me-time, then we simply withdraw, no questions asked. 
 In the common areas we like to keep it clean and tidy and we follow a cleaning plan. The flat in general and also the kitchen is nice and big, so you don't get in each other's way all the time when more than one person is doing home office. 

 Pets are more than welcome! 
 We look forward to hearing from you! 

 Eslam and Amanda 
 ----- 


 Hi zusammen, 

 wir suchen eine neue Mitbewohnerin für unsere WG in Haidhausen, nahe Rosenheimer Platz/ Ostbahnhof. 

 Das zum 01. Februar frei werdende Zimmer ist schön hell, zur Orleansstraße gelegen und mit 20qm das größte Zimmer in der Wohnung, die im dritten Stock liegt (mit Aufzug). Wir suchen eine nette, entspannte Person für einen längerfristigen Aufenthalt. 

 Unser WG-Leben ist super unkompliziert und entspannt - wir kochen mal zusammen, wenn uns danach ist, trinken ein Glas Wein auf dem Balkon, gehen ab und an mal abends zusammen weg, laden auch gerne Freunde zu kleinen oder größeren get-together in der geräumigen Küche ein; aber wenn jemand Me-Time braucht, dann zieht man sich einfach zurück, no questions asked. 
 In den gemeinsamen Bereichen haben wir es gerne sauber und ordentlich und wir folgen einen Putzplan. Die Wohnung generell und auch die Küche ist schön groß, dass man sich nicht ständig in die Quere kommt, wenn mehr als eine Person Home-Office macht. 

 Haustiere sind bei uns herzlich willkommen! 
 Wir freuen uns auf eure Nachrichten! 

 Eslam und Amanda",n.a.,n.a.,n.a.
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-schwabing.9717650.html,Private room in an apartment,12m²,850€,665€,135€,50€,2000€,n.a.,01.06.2024,31.07.2024,1 Tag,"Winzererstraße 156
                                                                        

                                    80797 München schwabing","12m²
                                    
                                    Zimmer in 2er WG
Wohnungsgröße: 70m²
2er WG
                                                                                                                        (
                                            
                                            
                                                                                            1
                                                                                                    Mann
                                                                                            
                                            
                                                                                        )
Rauchen nicht erwünscht
Wohnheim
Sprache/n:
                                                                                    

                                                                                                            Englisch
","Geschlecht egal
",11,2,"I am looking for a new flatmate for my Apartment next to Olympiapark. 

 The size of the apartment is in total 70 qm and it includes besides your room, kitchen and bathroom a large and bright living room which leads to a balcony with a nice view towards Olympiaberg. If you work from home you are welcome to use the living room as your working space and of course also to hang out, watch a movie, working out or whatever you are up for.  

 Your room itself is 12 qm and fully furnished as you can see in the pictures.  

 About me: 
 I am Anuraj (36), work as software developer and in my free time I like to work out, dance or just relax with a nice movie and good food. I am also a lot into photography and like traveling to the beautiful spots in the world, hunting for the perfect shots.  

 You like what you read and would like to view the apartment? Great! Just send me a message with a few lines about your self and we will arrange a meet up.","The apartment is located to Schwabing. Olympiapark is arround the corner. 
 Grocery stores/bakeries etc. are in a 5 min distance as well as the tram line 27 which brings you easily to Petuelring (U3) or Nordbad/Hohenzollernplatz (U2)",The available room is only for one person.,n.a.
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Sendling.10959234.html,WG Zimmer in Sendling,11m²,850€,700€,150€,n.a.,1800€,n.a.,01.06.2024,31.12.2024,1 Tag,"Sendling
                                                                        

                                    81371 München Sendling","11m²
                                    
                                    Zimmer in 2er WG
Wohnungsgröße: 74m²
2er WG
                                                                                                                        (
                                            
                                            
                                            
                                            
                                                                                            1
                                                Divers
                                                                                        )
Zweck-WG
Sprache/n:
                                                                                    

                                                                                                            Deutsch
","Geschlecht egal
",5,8,"Hallo Ihr Lieben, 
 angeboten wird hier ein Teilmöbliertes Zimmer in einer wunderschönen Wohnung im Herzen von Sendling. Eine grüne Oase im Großstadtdschungel. 
 Aktuell steht das Zimmer ab dem (siehe unten) bis (siehe unten) zur Verfügung. 
 Optional kann Tiefgaragenstellplatz hinzu gebucht werden.. 
 Jobcenter anfragen werden nicht berücksichtigt!","An sich ist Sendling ein relativ hektischer Stadtteil und in gewisser Weise trifft das auch auf den Flaucher zu. Am Ufer grillen Studenten und Familien, Kinder tollen im Wasser herum und an schönen Tagen ist es gar nicht so leicht, am steinigen Strand noch einen freien Platz zu finden. Dafür ist die Atmosphäre locker und entspannt, denn eines ist klar: Am Flaucher kann man eine richtig gute Zeit verbringen und langweilig wird es hier mit Sicherheit nicht. Benannt ist der Ort übrigens nach der Gastwirtschaft „Zum Flaucher"", 
 "", die 1870 von 
 Johann Flaucher eröffnet wurde.",n.a.,n.a.
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Laim.8053904.html,Zimmer in WG-Haus mit Garten und Balkon,14m²,620€,440€,180€,0€,500€,n.a.,05.06.2024,31.10.2024,1 Tag,"Hohenwarter Straße 4
                                                                        

                                    80686 München Laim","14m²
                                    
                                    Zimmer in 6er WG
Wohnungsgröße: 180m²
6er WG
                                                                                                                        (
                                                                                            3
                                                                                                    Frauen
                                                                                            
                                                                                            und
                                            
                                                                                            2
                                                                                                    Männer
                                                                                            
                                            
                                                                                        )
Bewohneralter: 30 bis 34 Jahre
Berufstätigen-WG, keine Zweck-WG, gemischte WG
","Geschlecht egal
                                        
                                        
                                        
                                        
                                                                                                                                    zwischen 26 und 36 Jahren
",6,4,"Großzügiges Süd-Zimmer, möbliert (nicht mehr ganz so wie auf den Fotos, aber Tisch, Stuhl, Bett vorhanden), Balkon, großes Bad mit Badewanne, Dusche und Fenster. Küche, Wohnzimmer, 2 sep. Toiletten, Garderobe, Waschküche, Garage für Fahrräder. 
 Das Zimmer befindet sich in einem Einfamilienhaus mit ca. 180m², in ruhiger Lage München Laim mit schönem Garten. 
 U5 Laimer Platz bzw U5 Friedenheimerstraße sind 5-6 Gehminuten entfernt. 

 Penny, Rewe, Edeke, dm sidn alle in 5 Gehminuten erreichbar. Ein Basic, Hofpfisterei etc sind nur einige Minuten weiter. Der Laimer Markt (Freitag 7.30-13 Uhr) ist etwa 8 min entfernt und wunderschön 
 Der Westpark (9 Gehminuten) und der Nymphenburger Schlosspark (20 Gehminuten) sind schöne Naherholungsgebiete, wobei sich vor allem Joggen im Westpark anbietet. 
 Sehr ruhig, jedoch kommt man innerhalb von 8 Minuten mit der Ubahn zum Hauptbahnhof 
 Wir sind bisher 5 junge Berufstätige zwischen 30 und 34 und suchen daher jemanden im Arbeitsleben oder am Ende des Studiums. Wir das sind Kerstin, Marco, Ana, Palak und Jan und freuen uns auf gemeinsame Abende, jedoch ist das immer spontan und absolut kein Muss. Wir sind sehr international (Deutsch, indisch, portugiesisch) und sprechen daher eher Englisch zu hause. Im gemeinsamen Garten grillen wir gemeinsam oder hängen im Wohnzimmer ab. Du solltest ein gewisses Maß an Ordnung, Offenheit und Respekt mitbringen, da in so einem großen Haus nicht einfach etwas mehrere Tage ungespült rumstehen kann. Aus diesem Grund haben wir eine Spülmaschine angeschafft ;-) 

 Einmal in der Woche kommt eine Putzhilfe vorbei, die wöchentlich 10€  pro Person kostet. 
 Wir haben alles was das Alltagsleben begehrt! Waschmaschine, Trockner, Spülmaschine, Ofen, Mikrowelle, Garten etc. 
 In der Garage kannst du dein Fahrrad/Motorrad parken, Autos an der Straße, aber da gibt es eigentlich immer einen Parkplatz. 
 Wir suchen vor allem junge Berufstätige oder Studenten am Ende ihres Studiums.",n.a.,n.a.,n.a.
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Feldmoching-Hasenbergl.6619465.html,Möbliertes WG Zimmer im Münchner Norden 2OG,14m²,680€,550€,130€,0€,1500€,0€,01.07.2024,n.a.,1 Tag,"Glockenbecherstr.23
                                                                        

                                    80935 München Feldmoching-Hasenbergl","14m²
                                    
                                    Zimmer in 3er WG
Wohnungsgröße: 90m²
3er WG
                                                                                                                        (
                                                                                            1
                                                                                                    Frau
                                                                                            
                                                                                            und
                                            
                                                                                            1
                                                                                                    Mann
                                                                                            
                                            
                                                                                        )
Rauchen nicht erwünscht
Zweck-WG, Studenten-WG, Business-WG, Berufstätigen-WG, Azubi-WG, gemischte WG
Sprache/n:
                                                                                    

                                                                                                            Deutsch,
                                                                                                    


                                                                                                            Englisch,
                                                                                                    


                                                                                                            Italienisch
","Geschlecht egal
",10,n.a.,"Die Wohnung ist neu saniert. Alle Zimmer sind neu möbliert und zwischen 13-15 qm groß (1.40m Bett, Nachttisch, Kommode, Schrank, Tisch und Stühle)  Das Bad und die Küche werden gemeinschaftlich genutzt (Geschirr, Töpfe, Besteck, Gläser, Wasserkocher, Toster vorhanden). Im Keller gibt es einen Waschraum und einen Trockenraum, außerdem gibt es Abstellmöglichkeiten für Fahrräder. Die Mindestmietdauer beträgt 6 Monate.  
 Ab 1.6 wird das Zimmer Nummer 8 frei laut Grundriss siehe Foto.","Die Verkehrsanbindung ist gut Bus ist in 4 Minuten zur Fuß erreichbar U Bahn in 10 Minuten. Die Anbindung mit dem Auto zur Autobahn/ Mittlerer Ring ist sehr gut. Einkaufmöglichkeiten sind in naher Umgebung Bäcker, Metzger, EDEKA, Lidl, Aldi, Getränkemarkt, Tankstelle, MIRA Einkaufszentrum. Die Lage im Norden von München ist ideal um recht gut zu einigen großen Firmen zu kommen BMW, MTU, MAN, in 25 Minuten mit dem MVG geht’s auch zur Uni.","Wir suchen Studenten, Praktikanten, Berufstätige oder Pendler die eine vorrübergehende oder längerfristige Bleibe suchen. Es wird also eine sehr gemischte WG werden. Wir selber wohnen nicht in der WG.","Falls Interesse besteht oder Ihr Fragen habt schickt mir bitte eine  
 E Mail:  
 
 Wir selber wohnen nicht in der WG."
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Feldmoching-Hasenbergl.9754626.html,"1 WG-Zimmer frei - Nähe MAN MTU BMW - in 3 Zi-Souterrain-Wohnung als 3-er WG, voll möbliert, neu renoviert in München-Norden zu vermieten",11m²,650€,550€,70€,30€,1300€,n.a.,01.08.2024,n.a.,1 Tag,"nähe Kristallstraße
                                                                        

                                    80995 München Feldmoching-Hasenbergl","11m²
                                    
                                    Zimmer in 3er WG
Wohnungsgröße: 55m²
3er WG
                                                                                                                        (
                                            
                                            
                                                                                            2
                                                                                                    Männer
                                                                                            
                                            
                                                                                        )
Rauchen nicht erwünscht
Studenten-WG, Berufstätigen-WG, gemischte WG, Internationals welcome
Sprache/n:
                                                                                    

                                                                                                            Deutsch,
                                                                                                    


                                                                                                            Englisch
","Geschlecht egal
",11,7,"Wohnung 
 Die Wohnung ist mit allem ausgestattet, was man so zum Leben braucht! 

 1 Küche mit Sitzgelegenheit, inkl. Tisch, Stühle, Spülmaschine, Kühl- und Gefrierschrank, Kaffeemaschine, Schnellkocher, Mixer und Geschirr, Waschmaschine, Trockner - was man halt für ein bequemes Leben benötigt 

 - 3 Zimmer  
 - Es ist noch 1 Zimmer frei  (ab 1.5..2024) 
 - Jedes Zimmer ist individuell und voll eingerichtet mit Bett bzw. Schlafcouch (ausziehbar als Doppelbett-Couch, aber für 1 Person ohne Auszug zu nutzen), Schränke und Schreibtisch usw. 
 - Bitte beachten, der Preis in Höhe von 650,00 Euro inkl. NK ist pro Zimmer und pro Person 

 - 1 Badezimmer, ohne Fenster, mit Dusche, WC 
 - 1 kleiner Flur 
 - inkl. W-Lan 

 Ausstattung: 
 - Möbel: Bett, Schränke, kompl. neuwertige Küche, Regale, kl. Essbereich in der Küche, Schlafsofa bzw. Bett 
 - sonstiges: Geschirr, Pfannen, Töpfe, Kaffeemaschine, Wasserkocher, Waschmaschine... WIFI 

 Erstkontakt ausschließlich per WG-Gesuche schriftlich mit den notwendigen persönlichen Daten inkl. Email-Adresse und eine Telefonnummer. Am besten mit einem Selbstauskunftsformular.","Lage: 
 - Die Wohnung ist super gut angebunden: In 10 Minuten ist man mit den 3 Bussen (172, 710 + 174) bei der U2 bzw. S1 Feldmochinger Bahnhof oder bei der U3 bzw. S1 Bahnhof Moosach. Von dort aus benötigt man ca. 15-20 Minuten bis zur Innenstadt. 
 - Vor Ort gibt es einen Lebensmittelladen für den täglichen Bedarf. 
 - Die Siedlung liegt Mitten im Grünen, somit ist es sehr ruhig und gemütlich im und um Haus herum. 
 - In der Nähe gibt es 4 Seen und das Allacher Forst als Erholungsgebiete.","Wir selber sind die Hausbesitzer bzw. die Vermieter und wohnen im gleichen Haus in einer separaten Wohnung. 
 Als WG bekommt jede Mieterin bzw. Mieter einen eigenen Mietvertrag - zu je  550,00 Euro inkl. NK bzw. 1100,00 Euro Kaution pro Person und Zimmer. 

 Längerfristiges Mietverhältnis erwünscht, aber Ausnahmen gibt es immer wieder. 
 Wir bemühen uns die Wünsche der Mieter zu berücksichtigen. 

 Sauberkeit und Einhaltung der Hausordnung ist für uns sehr wichtig.  

 Für weitere Fragen stehen wir gerne zur Verfügung.","- Besichtigungen nach Vereinbarung. 
 - Bitte nur NICHT-RAUCHER! 
 - Haustiere NICHT erlaubt! 

 Dokumente:  
 - Selbstauskunftsformular ist vorab ausgefüllt per Email an den Vermieter zu schicken 
 - Die restlichen Dokumente sind bei der Besichtigung vorzulegen, wenn ernsthaftes Interesse da ist"
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Maxvorstadt.11018517.html,Schönes Altbau-Zimmer in top Lage,13m²,800€,750€,50€,n.a.,1700€,n.a.,01.08.2024,n.a.,1 Tag,"Daimlerstr.
                                                                        

                                    80798 München Maxvorstadt","13m²
                                    
                                    Zimmer in 3er WG
3er WG
                                                                                                                        (
                                            
                                            
                                                                                            1
                                                                                                    Mann
                                                                                            
                                            
                                                                                        )
Berufstätigen-WG, keine Zweck-WG, LGBTQIA+
Sprache/n:
                                                                                    

                                                                                                            Deutsch,
                                                                                                    


                                                                                                            Englisch
","Geschlecht egal
                                        
                                        
                                        
                                        
                                                                                                                                    zwischen 23 und 30 Jahren
",3,4,"Altbau Zimmer mit wunderschönem Fischgrätenparkett im Dachgeschoss. Das Zimmer wird komplett unmöbliert übergeben. Da die Wohnung in einer sehr ruhigen Straße liegt, kann man auch easy mit offenen Fenstern schlafen. Die Wohnung ist allgemein sehr hell und nicht besonders hellhörig. 

 Die Wohnung besteht aus den drei Zimmern, Küche, getrenntem Bad + Toilette und einem kleineren Abstellzimmer (mega praktisch für Stauraum). + Kellerabteil!","Beste Lage in der Maxvorstadt in der nähe vom Josephsplatz, U2 ist 3min entfernt und mehrere Busverbindungen gibt es auch","Da beide meiner Mitbewohnerinnen zum 01.08. ausziehen, wird dich das WG Leben neu ergeben. Wir haben uns bisher immer super verstanden und auch gemeinsam Sachen unternommen, wenn sich Zeit gefunden hat. Zweck-WG ist nicht so mein vibe :) 

 Zu mir: Ich bin Moritz, 25 und mache beruflich PR im Modebereich. Bin öfter mal unterwegs, hab ne kleine trash-tv-sucht, gehe gerne feiern und interessiere mich für Kunst, Musik, Design etc 

 Da ich es ganz cool finde einen ähnlichen Tagesablauf zu haben, suche ich auch eher Berufstätige aber i don‘t judge 😌","Wichtig: bitte nur melden wenn ihr vorhabt längerfristig in München zu sein 🙏 es ist gerade auch noch ein zweites Zimmer in der WG frei, das ca. 17m2 groß ist und ca. 50 Euro Miete mehr kosten würde, falls du flexibel bist 
 Die endgültige Miete könnte ein wenig von der genannten abweichen, aber darüber kann man nochmal genauer sprechen. Der Mietvertrag wird vorerst auf 2 Jahre befristet 

 PS: schickt gerne schonmal Insta oder ähnliches mit, for stalking purposes"
https://www.wg-gesucht.de/wg-zimmer-in-Muenchen-Bogenhausen.10972444.html,Mitbewohner/in für 2er WG in 3 Zimmer Wohnung gesucht,13m²,625€,575€,50€,n.a.,1250€,n.a.,22.05.2024,n.a.,1 Tag,"Häusserstraße 33
                                                                        

                                    81929 München Bogenhausen","13m²
                                    
                                    Zimmer in 2er WG
Wohnungsgröße: 75m²
2er WG
                                                                                                                        (
                                            
                                            
                                                                                            1
                                                                                                    Mann
                                                                                            
                                            
                                                                                        )
Bewohneralter: 30 bis 30 Jahre
Rauchen auf dem Balkon erlaubt
Berufstätigen-WG, keine Zweck-WG
Sprache/n:
                                                                                    

                                                                                                            Deutsch,
                                                                                                    


                                                                                                            Englisch
","Geschlecht egal
                                        
                                        
                                        
                                        
                                                                                                                                    zwischen 25 und 35 Jahren
",7,3,"Hi ihr Lieben, 

 Ich suche ab sofort (Mai 2024) eine/n Mitbewohner/in für eine schöne 3 Zimmer Wohnung mit großer Wohnküche, Garten und Terasse. Die Linie S8 (Englschalking) ist in 5 Minuten zu Fuß erreichbar und innerhalb von 15 Minuten mehrere Buslinien.  
 Vorweg gesagt: Die Wohnung ist alt und sehr hellhörig, jedoch in einem guten, gepflegten Zustand. Wenn dich das nicht stört und Besuch stets willkommen ist freue ich mich über dein Anschreiben.  
 In meiner Freizeit gehe ich gerne laufen, wandern oder gehe ins Fitnessstudio. Über gemeinsame Unternehmungen würde ich mich freuen. Egal ob sportliche Aktivitäten, wandern oder ein Bierchen in einer Bar. 
 Eine Waschmaschine befindet sich im Keller und darf gerne mit genutzt werden.  
 Das 13 Quadratmeter große Zimmer ist unmöbliert zu haben.",n.a.,n.a.,n.a.
